session,root,project,start_utc,end_utc,duration_h,boundaries,boundaries_per_hour,max_boundaries_per_60min
7c7d081f,.claude,59d3b5bc76fa,2026-08-22T02:16:54.159Z,2026-08-22T03:23:37.013Z,1.112,1,0.899,1
9567ab95,.claude,59d3b5bc76fa,2026-08-22T18:00:23.763Z,2026-08-23T07:51:01.504Z,13.844,1,0.072,1
8c1e31e3,.claude,14d916babe14,2026-08-25T02:01:36.593Z,2026-08-25T02:40:02.856Z,0.641,1,1.561,1
8c792187,.claude,b8b6ef45a3c1,2026-08-25T22:48:27.603Z,2026-08-25T22:57:44.710Z,0.155,1,6.462,1
fe6f66b5,.claude,59d3b5bc76fa,2026-08-19T13:38:11.408Z,2026-08-19T16:17:34.987Z,2.657,1,0.376,1
d5d05ed5,.claude,04065c45dfcf,2026-08-30T18:02:27.475Z,2026-08-30T18:14:03.298Z,0.193,1,5.174,1
bc765e80,.claude,59d3b5bc76fa,2026-08-21T22:21:49.671Z,2026-08-23T23:13:17.420Z,48.858,1,0.02,1
6ee0515e,.claude,59d3b5bc76fa,2026-08-23T12:58:05.741Z,2026-08-23T13:37:53.223Z,0.663,1,1.508,1
2ad1f555,.claude,59d3b5bc76fa,2026-08-25T21:27:34.590Z,2026-08-25T22:38:21.477Z,1.18,1,0.848,1
f743a8b2,.claude,828f4a8f5e06,2026-08-21T12:58:33.543Z,2026-08-21T13:31:52.742Z,0.555,1,1.801,1
6c41f724,.claude,59d3b5bc76fa,2026-08-23T17:29:36.699Z,2026-08-23T20:51:33.805Z,3.366,1,0.297,1
3bb8f004,.claude,59d3b5bc76fa,2026-08-28T08:26:01.627Z,2026-08-28T15:36:44.376Z,7.179,1,0.139,1
6ed262ca,.claude,59d3b5bc76fa,2026-08-26T22:13:30.415Z,2026-08-26T23:14:15.020Z,1.012,1,0.988,1
d97704b6,.claude,59d3b5bc76fa,2026-08-23T20:49:57.893Z,2026-08-23T22:14:23.411Z,1.407,1,0.711,1
99070608,.claude,59d3b5bc76fa,2026-08-23T16:18:52.435Z,2026-08-23T16:59:07.407Z,0.671,1,1.491,1
4b47eb87,.claude1,29cd3ddd534c,2026-08-27T00:31:14.235Z,2026-08-28T17:26:32.904Z,40.922,1,0.024,1
027610d0,.claude,59d3b5bc76fa,2026-08-23T12:58:02.547Z,2026-08-23T13:22:58.120Z,0.415,1,2.407,1
385e6527,.claude,59d3b5bc76fa,2026-08-22T17:39:26.110Z,2026-08-22T18:09:36.216Z,0.503,1,1.989,1
407cfafe,.claude,59d3b5bc76fa,2026-08-31T00:54:07.714Z,2026-08-31T19:47:24.558Z,18.888,1,0.053,1
68f164be,.claude,61d60162670e,2026-09-03T01:36:03.178Z,2026-09-03T03:05:10.830Z,1.485,1,0.673,1
b5d52677,.claude,59d3b5bc76fa,2026-08-23T02:50:23.103Z,2026-08-23T03:18:34.276Z,0.47,1,2.129,1
d7080700,.claude,59d3b5bc76fa,2026-09-01T02:15:36.338Z,2026-09-01T15:34:23.136Z,13.313,1,0.075,1
b701f8b4,.claude,5866cf99c750,2026-08-24T01:53:56.556Z,2026-08-24T02:42:46.156Z,0.814,1,1.229,1
fea0570b,.claude,54ca74b41d6f,2026-08-22T01:27:58.444Z,2026-08-22T03:25:30.104Z,1.959,1,0.511,1
78127487,.claude,59d3b5bc76fa,2026-08-23T07:47:59.005Z,2026-08-23T18:03:27.319Z,10.258,1,0.097,1
1db5cb6d,.claude,828f4a8f5e06,2026-08-21T19:53:01.812Z,2026-08-21T20:28:47.433Z,0.596,1,1.678,1
c8773f86,.claude,59d3b5bc76fa,2026-08-27T00:59:58.356Z,2026-08-27T02:05:36.531Z,1.094,1,0.914,1
744a3bbf,.claude,59d3b5bc76fa,2026-08-25T02:27:06.999Z,2026-08-25T02:49:06.147Z,0.366,1,2.729,1
ca247197,.claude,828f4a8f5e06,2026-08-21T14:34:23.385Z,2026-08-21T14:59:04.879Z,0.412,1,2.43,1
70e91bbb,.claude,00894aa8444e,2026-08-23T07:59:23.011Z,2026-08-23T08:40:05.340Z,0.678,1,1.474,1
5ef61c3a,.claude,59d3b5bc76fa,2026-08-22T02:28:13.844Z,2026-08-22T03:31:28.384Z,1.054,1,0.949,1
7621d1b7,.claude,cbd6a564501d,2026-08-22T01:00:13.925Z,2026-08-22T01:27:44.552Z,0.459,1,2.181,1
1456de1c,.claude,828f4a8f5e06,2026-08-21T13:19:22.386Z,2026-08-21T13:56:06.510Z,0.612,1,1.633,1
1a734169,.claude,59d3b5bc76fa,2026-08-23T20:27:54.779Z,2026-08-23T21:16:16.670Z,0.806,1,1.241,1
ba0fa4eb,.claude,6c6e895e0bc4,2026-08-23T12:55:42.996Z,2026-08-23T13:28:11.783Z,0.541,1,1.847,1
0abb4271,.claude,59d3b5bc76fa,2026-08-23T08:13:14.435Z,2026-08-23T08:45:17.649Z,0.534,1,1.872,1
30375c1f,.claude,ab7533ef5bd5,2026-08-29T15:11:34.036Z,2026-08-29T15:19:17.658Z,0.129,1,7.765,1
8ebbe6ad,.claude,59d3b5bc76fa,2026-08-23T12:58:04.063Z,2026-08-23T13:21:39.422Z,0.393,1,2.544,1
c38aa611,.claude,59d3b5bc76fa,2026-08-23T02:50:21.668Z,2026-08-23T03:17:19.561Z,0.449,1,2.225,1
65e07877,.claude,828f4a8f5e06,2026-08-21T15:33:19.497Z,2026-08-21T16:07:37.554Z,0.572,1,1.749,1
d71a22e5,.claude,59d3b5bc76fa,2026-08-23T21:28:35.365Z,2026-08-23T22:39:22.620Z,1.18,1,0.848,1
99e84883,.claude,1fcbf4a1fd97,2026-08-21T02:33:04.887Z,2026-08-21T15:51:04.230Z,13.3,1,0.075,1
8a8abdaa,.claude,59d3b5bc76fa,2026-08-22T15:10:30.894Z,2026-08-22T15:36:04.954Z,0.426,1,2.347,1
e2f7df5d,.claude,59d3b5bc76fa,2026-08-26T17:37:40.720Z,2026-08-26T18:25:12.422Z,0.792,1,1.262,1
e28a25b1,.claude,0aa75aebe3a2,2026-08-21T09:41:34.043Z,2026-08-21T10:07:41.838Z,0.435,1,2.296,1
aef04e1c,.claude,54ca74b41d6f,2026-08-22T08:50:57.937Z,2026-08-22T10:29:11.990Z,1.637,1,0.611,1
b9a66cac,.claude,da4c1e271e3f,2026-08-28T22:16:32.364Z,2026-08-28T22:26:59.444Z,0.174,1,5.741,1
7854fe2a,.claude,54ca74b41d6f,2026-08-22T10:25:09.434Z,2026-08-22T11:27:12.279Z,1.034,1,0.967,1
261fab16,.claude1,6878634ccb46,2026-08-27T18:26:19.415Z,2026-08-27T18:46:33.442Z,0.337,1,2.965,1
2dcf0c27,.claude,59d3b5bc76fa,2026-08-23T18:02:07.274Z,2026-08-23T18:51:19.646Z,0.82,1,1.219,1
234e9580,.claude,59d3b5bc76fa,2026-08-22T02:45:38.745Z,2026-08-22T03:31:08.105Z,0.758,1,1.319,1
044a8892,.claude1,d4a4e9b09e47,2026-08-27T21:08:59.632Z,2026-08-28T15:38:06.412Z,18.485,1,0.054,1
f9505619,.claude,59d3b5bc76fa,2026-08-22T03:28:10.022Z,2026-08-23T03:06:45.743Z,23.643,1,0.042,1
4feac43b,.claude,59d3b5bc76fa,2026-08-22T17:06:52.843Z,2026-08-22T17:31:48.008Z,0.415,1,2.408,1
3cb26521,.claude,59d3b5bc76fa,2026-08-21T21:12:24.981Z,2026-08-21T21:46:15.582Z,0.564,1,1.773,1
1dbfbd85,.claude,59d3b5bc76fa,2026-08-22T17:40:28.845Z,2026-08-22T18:07:26.567Z,0.449,1,2.225,1
6a4503ce,.claude,f59c34ff634f,2026-08-25T23:25:42.153Z,2026-08-25T23:36:50.417Z,0.186,1,5.387,1
f6322df9,.claude,59d3b5bc76fa,2026-08-23T08:38:53.472Z,2026-08-23T16:16:04.654Z,7.62,1,0.131,1
5a3f22d9,.claude,59d3b5bc76fa,2026-08-22T15:11:07.816Z,2026-08-22T15:48:47.622Z,0.628,1,1.593,1
ab1412c5,.claude,0aa75aebe3a2,2026-08-21T09:59:34.447Z,2026-08-21T10:22:50.222Z,0.388,1,2.579,1
75d88854,.claude,59d3b5bc76fa,2026-08-21T21:38:43.667Z,2026-08-21T21:56:32.836Z,0.297,1,3.367,1
7f9e533e,.claude,59d3b5bc76fa,2026-08-31T01:54:42.707Z,2026-08-31T02:08:50.345Z,0.235,1,4.247,1
f4587529,.claude,6cf6449c7790,2026-08-30T02:50:26.978Z,2026-08-30T03:03:51.205Z,0.223,1,4.476,1
983dd52e,.claude1,6878634ccb46,2026-08-27T23:22:38.564Z,2026-08-27T23:35:34.195Z,0.215,1,4.641,1
49fc8445,.claude,59d3b5bc76fa,2026-08-22T17:12:27.551Z,2026-08-22T17:44:25.339Z,0.533,1,1.877,1
9a1519f3,.claude,54ca74b41d6f,2026-08-22T03:22:09.264Z,2026-08-22T08:56:13.647Z,5.568,1,0.18,1
f555fdb7,.claude,59d3b5bc76fa,2026-08-21T16:38:19.635Z,2026-08-21T17:35:03.989Z,0.946,1,1.057,1
275c510e,.claude,a63e575cd2e2,2026-08-26T15:58:52.095Z,2026-08-26T16:19:10.417Z,0.338,1,2.955,1
7827e0e2,.claude,828f4a8f5e06,2026-08-21T15:10:35.905Z,2026-08-21T15:44:39.631Z,0.568,1,1.761,1
b7a111fb,.claude,59d3b5bc76fa,2026-08-22T02:36:54.217Z,2026-08-22T03:31:03.173Z,0.902,1,1.108,1
7d166118,.claude,828f4a8f5e06,2026-08-21T14:53:04.325Z,2026-08-21T15:18:50.537Z,0.43,1,2.328,1
50fc76f6,.claude,59d3b5bc76fa,2026-08-23T03:12:24.359Z,2026-08-23T16:16:04.579Z,13.061,1,0.077,1
c98be73a,.claude,1fcbf4a1fd97,2026-08-20T16:03:52.839Z,2026-08-20T16:18:07.090Z,0.237,1,4.214,1
c243806e,.claude1,6878634ccb46,2026-08-29T03:06:04.317Z,2026-08-29T03:20:53.937Z,0.247,1,4.047,1
e2c0feb9,.claude1,6878634ccb46,2026-08-28T01:11:45.717Z,2026-08-28T01:28:29.089Z,0.279,1,3.588,1
f0971d23,.claude,828f4a8f5e06,2026-08-21T21:25:16.488Z,2026-08-21T21:46:33.243Z,0.355,1,2.82,1
be5c17a5,.claude1,29cd3ddd534c,2026-08-28T10:51:27.015Z,2026-08-28T11:07:28.662Z,0.267,1,3.744,1
f41e636b,.claude,59d3b5bc76fa,2026-08-22T17:46:23.413Z,2026-08-22T18:09:36.393Z,0.387,1,2.584,1
f0bab9be,.claude,54ca74b41d6f,2026-08-22T11:22:33.228Z,2026-08-22T12:09:31.848Z,0.783,1,1.277,1
28ef86ae,.claude,51e028bfc1e8,2026-08-22T01:59:32.104Z,2026-08-22T02:08:23.858Z,0.148,1,6.77,1
082ff599,.claude,1fcbf4a1fd97,2026-08-20T15:38:11.683Z,2026-08-20T16:17:50.187Z,0.661,1,1.514,1
85bd86da,.claude,6cf6449c7790,2026-08-30T04:33:08.418Z,2026-08-30T04:53:51.607Z,0.345,1,2.896,1
ea4febe5,.claude,1fcbf4a1fd97,2026-08-21T01:44:19.221Z,2026-08-21T02:38:34.063Z,0.904,1,1.106,1
60980d53,.claude,cf05c8e17c0d,2026-08-27T20:00:49.050Z,2026-08-29T00:52:39.487Z,28.864,1,0.035,1
cc43808b,.claude,59d3b5bc76fa,2026-08-24T00:08:40.719Z,2026-08-24T01:01:04.858Z,0.873,1,1.145,1
de73eee0,.claude,fd3b8661c9b1,2026-08-21T16:24:23.352Z,2026-08-21T16:32:55.130Z,0.142,1,7.034,1
d839536f,.claude,828f4a8f5e06,2026-08-21T22:17:21.596Z,2026-08-21T22:35:25.362Z,0.301,1,3.322,1
6f4fcc39,.claude,59d3b5bc76fa,2026-08-19T19:37:47.335Z,2026-08-19T20:47:05.205Z,1.155,1,0.866,1
801ec009,.claude,59d3b5bc76fa,2026-08-22T01:45:22.915Z,2026-08-22T02:21:17.710Z,0.599,1,1.671,1
614d57a8,.claude,59d3b5bc76fa,2026-08-28T19:56:12.579Z,2026-08-28T21:03:39.629Z,1.124,1,0.89,1
6e1f2ca5,.claude,59d3b5bc76fa,2026-08-22T15:47:55.769Z,2026-08-22T16:08:42.283Z,0.346,1,2.888,1
e3649f9b,.claude,59d3b5bc76fa,2026-08-22T17:28:13.081Z,2026-08-22T18:13:01.394Z,0.747,1,1.339,1
6b439cd3,.claude,0aa75aebe3a2,2026-08-21T11:00:52.357Z,2026-08-21T11:28:00.875Z,0.452,1,2.211,1
778e3b71,.claude,59d3b5bc76fa,2026-08-23T08:35:29.023Z,2026-08-23T13:14:33.376Z,4.651,1,0.215,1
4499af62,.claude1,734de31acd1f,2026-08-29T15:46:57.228Z,2026-08-29T16:05:38.812Z,0.312,1,3.21,1
ab95ba4b,.claude,0aa75aebe3a2,2026-08-21T06:12:31.588Z,2026-08-21T11:57:25.221Z,5.748,1,0.174,1
b48b6170,.claude,828f4a8f5e06,2026-08-21T21:58:36.304Z,2026-08-21T22:25:51.423Z,0.454,1,2.202,1
0b6084b4,.claude,59d3b5bc76fa,2026-08-23T13:16:40.574Z,2026-08-23T16:16:04.698Z,2.99,1,0.334,1
49039965,.claude,59d3b5bc76fa,2026-08-22T15:47:46.354Z,2026-08-22T17:43:38.462Z,1.931,1,0.518,1
fb9854b5,.claude,78cbf13302aa,2026-08-26T21:28:33.352Z,2026-08-26T21:46:13.155Z,0.294,1,3.397,1
44c23b85,.claude1,6878634ccb46,2026-08-29T00:28:07.541Z,2026-08-29T00:43:43.140Z,0.26,1,3.848,1
0ef2a7d6,.claude,59d3b5bc76fa,2026-08-25T02:35:27.534Z,2026-08-25T02:49:36.223Z,0.236,1,4.242,1
e58e7f3d,.claude1,6878634ccb46,2026-08-28T00:35:36.986Z,2026-08-28T00:55:37.794Z,0.334,1,2.998,1
ed8ed6be,.claude,29cd3ddd534c,2026-08-27T00:43:03.173Z,2026-08-27T01:57:19.391Z,1.238,1,0.808,1
911d85f9,.claude,59d3b5bc76fa,2026-08-22T01:39:43.807Z,2026-08-22T02:37:28.061Z,0.962,1,1.039,1
2b0d8b96,.claude,59d3b5bc76fa,2026-08-22T16:52:22.053Z,2026-08-23T16:16:04.512Z,23.395,1,0.043,1
105b167d,.claude1,6878634ccb46,2026-08-27T19:13:46.791Z,2026-08-27T19:33:13.895Z,0.324,1,3.085,1
f1c23fef,.claude,59d3b5bc76fa,2026-08-23T20:36:02.254Z,2026-08-23T20:54:31.339Z,0.308,1,3.246,1
3d999a70,.claude,00894aa8444e,2026-08-21T02:58:48.550Z,2026-08-21T03:15:03.989Z,0.271,1,3.691,1
bd45236a,.claude,59d3b5bc76fa,2026-08-21T23:38:35.116Z,2026-08-22T03:20:24.020Z,3.697,1,0.27,1
123557ff,.claude,59d3b5bc76fa,2026-08-21T21:38:57.563Z,2026-08-21T22:14:06.153Z,0.586,1,1.707,1
ed4609a8,.claude,cf05c8e17c0d,2026-08-26T22:05:09.261Z,2026-08-26T22:17:37.823Z,0.208,1,4.809,1
dba05e04,.claude,b8f3eb5e9a0e,2026-08-26T16:57:34.720Z,2026-08-26T17:05:57.365Z,0.14,1,7.162,1
2f75dbd1,.claude,828f4a8f5e06,2026-08-21T16:31:08.971Z,2026-08-21T16:53:14.622Z,0.368,1,2.716,1
d89b717e,.claude,59d3b5bc76fa,2026-08-25T02:14:37.758Z,2026-08-25T16:55:38.206Z,14.683,1,0.068,1
f42a4dd7,.claude1,6878634ccb46,2026-08-28T00:55:36.961Z,2026-08-28T01:11:46.549Z,0.269,1,3.713,1
9c522c92,.claude,14d916babe14,2026-08-22T16:35:32.786Z,2026-08-22T17:15:21.072Z,0.663,1,1.507,1
73abcdef,.claude,59d3b5bc76fa,2026-08-23T16:31:12.721Z,2026-08-23T17:33:16.932Z,1.035,1,0.967,1
8150309c,.claude,00894aa8444e,2026-08-21T16:24:21.996Z,2026-08-21T16:40:16.043Z,0.265,1,3.773,1
bc767b76,.claude,ab7533ef5bd5,2026-08-29T02:38:14.225Z,2026-08-29T02:45:43.363Z,0.125,1,8.015,1
32a82cb7,.claude,59d3b5bc76fa,2026-08-23T23:42:38.387Z,2026-08-24T00:12:11.176Z,0.492,1,2.031,1
5a8a37b0,.claude,59d3b5bc76fa,2026-08-21T21:58:24.619Z,2026-08-21T22:33:01.373Z,0.577,1,1.733,1
5f524ae6,.claude,cbd6a564501d,2026-08-21T22:17:23.106Z,2026-08-21T22:34:35.928Z,0.287,1,3.486,1
c923fc63,.claude,59d3b5bc76fa,2026-08-22T17:24:55.846Z,2026-08-23T16:16:04.533Z,22.852,1,0.044,1
ca9e0fec,.claude,cf05c8e17c0d,2026-08-27T19:48:41.542Z,2026-08-27T20:00:50.116Z,0.202,1,4.941,1
6443a82a,.claude,59d3b5bc76fa,2026-08-21T16:24:06.663Z,2026-08-21T17:05:43.832Z,0.694,1,1.442,1
368e91c6,.claude,ded12753d6fa,2026-08-25T02:46:24.918Z,2026-08-25T03:43:45.210Z,0.956,1,1.046,1
db38b840,.claude,59d3b5bc76fa,2026-08-31T00:52:33.201Z,2026-08-31T02:36:41.057Z,1.736,1,0.576,1
ecfab184,.claude1,29cd3ddd534c,2026-08-27T02:34:09.690Z,2026-08-27T02:48:25.929Z,0.238,1,4.204,1
832c905c,.claude,828f4a8f5e06,2026-08-21T16:41:39.766Z,2026-08-21T17:06:43.164Z,0.418,1,2.395,1
1d29b082,.claude1,29cd3ddd534c,2026-08-28T11:07:27.704Z,2026-08-28T11:21:10.483Z,0.229,1,4.375,1
99dedebf,.claude,59d3b5bc76fa,2026-08-23T02:58:11.223Z,2026-08-23T03:22:52.830Z,0.412,1,2.43,1
da2132da,.claude,59d3b5bc76fa,2026-08-22T18:01:35.725Z,2026-08-23T16:16:04.543Z,22.241,1,0.045,1
b39b11e2,.claude,1fcbf4a1fd97,2026-08-20T17:13:42.061Z,2026-08-21T01:47:17.665Z,8.56,1,0.117,1
a8e3aafe,.claude,cf05c8e17c0d,2026-08-27T17:48:40.931Z,2026-08-27T17:57:19.999Z,0.144,1,6.936,1
4a040b3f,.claude,59d3b5bc76fa,2026-08-21T18:59:45.754Z,2026-08-21T19:55:34.231Z,0.93,1,1.075,1
8d718617,.claude,59d3b5bc76fa,2026-08-29T01:24:08.291Z,2026-08-29T01:51:36.838Z,0.458,1,2.184,1
c7fdefab,.claude,59d3b5bc76fa,2026-08-25T21:22:33.658Z,2026-08-25T21:42:28.695Z,0.332,1,3.012,1
322bd563,.claude,59d3b5bc76fa,2026-08-22T00:48:00.908Z,2026-08-22T01:44:46.029Z,0.946,1,1.057,1
c31aef28,.claude,65de30675d3b,2026-08-30T17:15:06.803Z,2026-08-30T17:23:20.603Z,0.137,1,7.29,1
32d699aa,.claude,59d3b5bc76fa,2026-08-26T18:28:21.458Z,2026-08-26T18:42:46.070Z,0.24,1,4.164,1
654f39fa,.claude,59d3b5bc76fa,2026-08-21T19:44:02.011Z,2026-08-21T21:41:45.345Z,1.962,1,0.51,1
10679453,.claude,00c28aff9d3e,2026-08-25T16:36:53.330Z,2026-08-25T16:44:07.737Z,0.121,1,8.287,1
0dfb765b,.claude,59d3b5bc76fa,2026-08-23T08:02:40.151Z,2026-08-23T08:45:15.084Z,0.71,1,1.409,1
1d6eef6c,.claude1,6878634ccb46,2026-08-28T16:05:01.168Z,2026-08-28T16:20:00.693Z,0.25,1,4.002,1
05f7dde6,.claude,9657f71ef64b,2026-08-29T02:26:57.889Z,2026-08-29T02:39:54.629Z,0.216,1,4.635,1
f57c49cf,.claude,59d3b5bc76fa,2026-08-21T22:06:36.773Z,2026-08-21T22:22:50.053Z,0.27,1,3.699,1
decf14ca,.claude,00c28aff9d3e,2026-08-25T15:40:48.897Z,2026-08-25T15:50:09.437Z,0.156,1,6.422,1
9758804f,.claude,cf05c8e17c0d,2026-08-28T01:26:48.579Z,2026-08-28T01:58:47.581Z,0.533,1,1.876,1
0d6e37db,.claude,59d3b5bc76fa,2026-08-26T19:39:27.015Z,2026-08-26T19:58:02.052Z,0.31,1,3.229,1
11d34a7e,.claude,cf05c8e17c0d,2026-08-26T22:02:17.803Z,2026-08-26T22:18:48.157Z,0.275,1,3.635,1
83fca705,.claude,78cbf13302aa,2026-08-26T21:46:12.186Z,2026-08-26T21:57:10.189Z,0.183,1,5.471,1
0573d616,.claude,59d3b5bc76fa,2026-08-23T21:10:49.025Z,2026-08-23T21:52:19.180Z,0.692,1,1.446,1
31134aed,.claude,828f4a8f5e06,2026-08-21T21:43:59.209Z,2026-08-21T22:03:32.026Z,0.326,1,3.07,1
f395d3c0,.claude,59d3b5bc76fa,2026-08-26T09:29:42.332Z,2026-08-26T14:59:50.911Z,5.502,1,0.182,1
5b5c2ce6,.claude,4657980fde23,2026-08-29T01:22:24.704Z,2026-08-29T01:34:15.785Z,0.198,1,5.063,1
413ec4c0,.claude,59d3b5bc76fa,2026-08-23T13:16:39.642Z,2026-08-23T13:37:53.921Z,0.354,1,2.825,1
93ef48d9,.claude,59d3b5bc76fa,2026-08-27T20:30:19.550Z,2026-08-27T20:40:28.275Z,0.169,1,5.914,1
ce96c918,.claude,59d3b5bc76fa,2026-08-20T17:05:23.795Z,2026-08-20T17:20:40.140Z,0.255,1,3.929,1
146e5baf,.claude,59d3b5bc76fa,2026-08-23T18:48:25.052Z,2026-08-23T19:52:10.982Z,1.063,1,0.941,1
464cd27d,.claude,59d3b5bc76fa,2026-08-23T22:18:17.699Z,2026-08-23T23:22:10.188Z,1.065,1,0.939,1
7c5fc371,.claude,59d3b5bc76fa,2026-08-26T20:12:57.884Z,2026-08-26T20:28:47.654Z,0.264,1,3.79,1
dcd9fa65,.claude,a63e575cd2e2,2026-08-26T23:14:14.031Z,2026-08-27T00:31:41.966Z,1.291,1,0.775,1
5f15c8d0,.claude,6cf6449c7790,2026-08-29T02:23:18.017Z,2026-08-29T02:31:10.451Z,0.131,1,7.62,1
adac3dad,.claude,59d3b5bc76fa,2026-08-30T05:31:12.574Z,2026-08-30T05:53:13.203Z,0.367,1,2.726,1
276924f3,.claude,59d3b5bc76fa,2026-08-31T01:29:42.114Z,2026-08-31T02:24:07.515Z,0.907,1,1.102,1
b03cfc69,.claude,2ad454599b81,2026-09-02T20:06:21.751Z,2026-09-02T20:17:08.693Z,0.18,1,5.565,1
55ec22aa,.claude,59d3b5bc76fa,2026-08-23T13:20:43.067Z,2026-08-23T16:33:48.568Z,3.218,1,0.311,1
488a7c59,.claude,59d3b5bc76fa,2026-08-23T21:08:44.852Z,2026-08-23T21:31:06.146Z,0.373,1,2.684,1
b43d4742,.claude,59d3b5bc76fa,2026-08-26T18:15:19.401Z,2026-08-26T18:29:04.102Z,0.229,1,4.365,1
fd615dc5,.claude,54ca74b41d6f,2026-08-21T16:24:05.287Z,2026-08-21T16:32:46.046Z,0.145,1,6.913,1
e4a55742,.claude,59d3b5bc76fa,2026-08-23T19:46:59.503Z,2026-08-23T21:09:55.349Z,1.382,1,0.723,1
80de076b,.claude,59d3b5bc76fa,2026-08-26T10:51:46.254Z,2026-08-26T14:59:51.426Z,4.135,1,0.242,1
d4b76c31,.claude,1fcbf4a1fd97,2026-08-20T17:04:01.831Z,2026-08-20T17:21:02.711Z,0.284,1,3.526,1
48669b5e,.claude,59d3b5bc76fa,2026-08-26T16:37:47.067Z,2026-08-26T16:51:28.700Z,0.228,1,4.382,1
e820c4a5,.claude,59d3b5bc76fa,2026-08-26T15:52:57.593Z,2026-08-26T16:22:20.467Z,0.49,1,2.042,1
a9b63574,.claude,59d3b5bc76fa,2026-08-26T12:28:30.395Z,2026-08-26T14:59:51.951Z,2.523,1,0.396,1
021fe3dc,.claude,59d3b5bc76fa,2026-08-26T16:59:33.285Z,2026-08-26T17:09:40.151Z,0.169,1,5.932,1
fcc2e92f,.claude,59d3b5bc76fa,2026-08-20T15:24:29.220Z,2026-08-20T15:30:01.161Z,0.092,1,10.845,1
1c346507,.claude,0aa75aebe3a2,2026-08-21T10:51:32.577Z,2026-08-21T11:07:15.213Z,0.262,1,3.819,1
53aaed9b,.claude,59d3b5bc76fa,2026-08-22T02:22:49.846Z,2026-08-22T03:29:23.777Z,1.109,1,0.901,1
8c2402d2,.claude,59d3b5bc76fa,2026-08-28T22:14:00.169Z,2026-08-29T00:52:39.658Z,2.644,1,0.378,1
9a9eefa7,.claude,cbd6a564501d,2026-08-26T15:42:07.524Z,2026-08-26T15:53:33.600Z,0.191,1,5.247,1
a59ef4a6,.claude,59d3b5bc76fa,2026-08-22T15:11:06.031Z,2026-08-22T16:30:02.725Z,1.316,1,0.76,1
980bfa2e,.claude,59d3b5bc76fa,2026-08-26T21:15:37.316Z,2026-08-26T21:35:57.732Z,0.339,1,2.95,1
17ec7a71,.claude,59d3b5bc76fa,2026-08-23T21:24:46.523Z,2026-08-23T21:41:35.648Z,0.28,1,3.567,1
e7de21a1,.claude,59d3b5bc76fa,2026-08-22T16:08:25.204Z,2026-08-22T16:31:27.970Z,0.384,1,2.603,1
524bb54c,.claude,59d3b5bc76fa,2026-08-26T16:50:52.665Z,2026-08-26T17:00:09.015Z,0.155,1,6.471,1
f8ca7162,.claude,59d3b5bc76fa,2026-08-21T21:53:46.945Z,2026-08-21T22:17:00.628Z,0.387,1,2.583,1
4216e2e2,.claude,59d3b5bc76fa,2026-08-23T08:00:41.207Z,2026-08-23T08:17:04.477Z,0.273,1,3.661,1
e2a588b8,.claude,9825c54f0617,2026-08-22T15:24:03.919Z,2026-08-22T15:36:46.805Z,0.212,1,4.719,1
fd9ddd4e,.claude,59d3b5bc76fa,2026-08-23T13:30:49.295Z,2026-08-23T13:39:02.128Z,0.137,1,7.305,1
0f07cdae,.claude,59d3b5bc76fa,2026-08-23T13:15:01.808Z,2026-08-23T13:38:14.756Z,0.387,1,2.584,1
d67a33f7,.claude,59d3b5bc76fa,2026-08-26T22:01:32.576Z,2026-08-26T22:13:32.318Z,0.2,1,5.002,1
8a290f22,.claude,59d3b5bc76fa,2026-08-23T15:46:03.314Z,2026-08-23T16:24:40.584Z,0.644,1,1.554,1
be5cb0dc,.claude,59d3b5bc76fa,2026-08-19T19:34:08.139Z,2026-08-19T19:47:03.575Z,0.215,1,4.643,1
6f0156ae,.claude,29cd3ddd534c,2026-08-27T01:55:21.557Z,2026-08-27T14:16:50.509Z,12.358,1,0.081,1
